,Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Compensation
484,M,36.0,Doctorate,Medical,14.0,Research & Development,Very High,Manager,0.0,No,Excellent,15.0,2.0,2.0,8.0,7.0,8.0,56.384,NJ,50.0,Single,11.0,No Option Plan,1
485,F,55.0,Below College,Medical,9.0,Research & Development,High,Executive,7.0,No,Excellent,31.0,3.0,4.0,7.0,6.0,2.0,50.8919,NJ,47.0,Single,15.0,No Option Plan,1
486,F,46.0,Masters,Life Sciences,16.0,Research & Development,Very High,Associate,8.0,Yes,Outstanding,19.0,2.0,3.0,13.0,1.0,7.0,40.1393,NJ,38.0,Divorced,23.0,Small Option Plan,1
487,F,26.0,Some College,Medical,5.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,6.0,2.0,3.0,3.0,1.0,3.0,54.6115,NJ,29.0,Married,16.0,Large Option Plan,0
488,M,30.0,Bachelors,Other,6.0,Research & Development,High,Associate,0.0,No,Excellent,7.0,1.0,2.0,2.0,0.0,2.0,22.3713,NJ,42.0,Married,15.0,Full Option Plan,1
489,M,41.0,Some College,Technical Degree,10.0,Finance,Medium,Junior Associate,1.0,No,Excellent,10.0,3.0,3.0,6.0,0.0,8.0,35.8177,NJ,20.0,Married,13.0,No Option Plan,0
490,F,38.0,Below College,Life Sciences,19.0,Finance,High,Manager,0.0,No,Excellent,20.0,4.0,2.0,9.0,1.0,9.0,39.354,NJ,46.0,Married,18.0,Full Option Plan,1
491,F,40.0,Masters,Technical Degree,11.0,Finance,Low,Manager,4.0,No,Outstanding,14.0,6.0,3.0,10.0,11.0,1.0,38.3418,NJ,28.0,Married,20.0,Full Option Plan,1
492,M,27.0,Doctorate,Life Sciences,3.0,Finance,Low,Junior Associate,1.0,No,Excellent,3.0,4.0,3.0,2.0,1.0,2.0,43.8858,NY,29.0,Married,19.0,Small Option Plan,1
493,M,55.0,Below College,Life Sciences,3.0,Finance,Very High,Manager,3.0,No,Excellent,23.0,4.0,3.0,2.0,1.0,2.0,51.8915,NJ,49.0,Married,18.0,Full Option Plan,1
494,M,28.0,Bachelors,Other,8.0,Information Technology,High,Associate,3.0,No,Excellent,10.0,4.0,4.0,7.0,1.0,7.0,39.4385,NJ,45.0,Single,13.0,No Option Plan,0
495,F,33.0,Bachelors,Life Sciences,3.0,Information Technology,Very High,Manager,4.0,No,Excellent,9.0,2.0,3.0,2.0,1.0,2.0,56.9691,NJ,23.0,Divorced,15.0,Full Option Plan,1
496,M,28.0,Some College,Life Sciences,4.0,Information Technology,Low,Junior Associate,1.0,No,Excellent,4.0,5.0,2.0,2.0,2.0,2.0,40.6894,NJ,22.0,Divorced,16.0,Full Option Plan,0
497,F,34.0,Below College,Life Sciences,6.0,Information Technology,Low,Associate,0.0,No,Excellent,7.0,1.0,2.0,2.0,0.0,4.0,35.7207,NJ,47.0,Single,17.0,No Option Plan,1
498,M,42.0,Some College,Medical,22.0,Information Technology,Very High,Executive,0.0,No,Excellent,23.0,3.0,3.0,6.0,13.0,7.0,6.5095,NY,29.0,Married,17.0,Full Option Plan,1
499,F,34.0,Masters,Life Sciences,0.0,Information Technology,High,Junior Associate,3.0,No,Excellent,6.0,2.0,3.0,0.0,0.0,0.0,37.777,NJ,27.0,Married,17.0,Small Option Plan,0
500,F,48.0,Masters,Medical,5.0,Research & Development,Low,Executive,2.0,No,Outstanding,27.0,3.0,2.0,4.0,2.0,1.0,45.3729,NY,19.0,Single,22.0,No Option Plan,1
501,M,52.0,Masters,Life Sciences,8.0,Research & Development,Medium,Manager,7.0,No,Excellent,18.0,4.0,3.0,6.0,4.0,0.0,46.4116,NJ,27.0,Single,19.0,No Option Plan,1
502,F,29.0,Masters,Life Sciences,7.0,Research & Development,High,Junior Associate,4.0,No,Outstanding,11.0,1.0,3.0,5.0,1.0,7.0,37.9934,NJ,36.0,Divorced,22.0,Full Option Plan,0
503,F,28.0,Bachelors,Medical,9.0,Research & Development,Very High,Manager,0.0,No,Excellent,10.0,3.0,2.0,7.0,1.0,7.0,59.4082,NJ,38.0,Divorced,17.0,Small Option Plan,1
504,F,43.0,Bachelors,Life Sciences,8.0,Research & Development,High,Manager,8.0,No,Excellent,18.0,1.0,3.0,7.0,0.0,1.0,12.0972,NY,31.0,Married,11.0,Full Option Plan,1
505,F,40.0,Bachelors,Medical,20.0,Research & Development,High,VP to C-Level,1.0,No,Excellent,21.0,2.0,4.0,7.0,4.0,9.0,47.6302,NJ,28.0,Single,14.0,No Option Plan,1
506,M,21.0,Below College,Technical Degree,2.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,2.0,6.0,4.0,2.0,2.0,2.0,42.2805,NJ,40.0,Single,11.0,No Option Plan,0
507,M,39.0,Bachelors,Life Sciences,5.0,Research & Development,High,Associate,9.0,No,Excellent,9.0,2.0,2.0,4.0,0.0,3.0,32.2268,NJ,30.0,Single,15.0,No Option Plan,1
508,F,36.0,Masters,Life Sciences,11.0,Research & Development,Low,Associate,2.0,No,Outstanding,18.0,0.0,3.0,9.0,0.0,9.0,41.3939,NJ,24.0,Single,20.0,No Option Plan,1
509,M,28.0,Below College,Life Sciences,5.0,Research & Development,Low,Junior Associate,0.0,No,Excellent,6.0,2.0,1.0,3.0,0.0,4.0,57.2857,NJ,22.0,Married,17.0,No Option Plan,0
510,M,34.0,Some College,Life Sciences,3.0,Research & Development,Very High,Associate,2.0,No,Excellent,5.0,3.0,2.0,2.0,0.0,2.0,27.8413,NJ,41.0,Single,11.0,No Option Plan,0
511,F,29.0,Bachelors,Life Sciences,7.0,Research & Development,Very High,Junior Associate,0.0,No,Excellent,8.0,2.0,2.0,5.0,1.0,1.0,42.5909,NJ,46.0,Divorced,14.0,Large Option Plan,0
512,F,42.0,Bachelors,Medical,1.0,Research & Development,Medium,Associate,4.0,No,Excellent,16.0,3.0,3.0,0.0,0.0,0.0,43.1956,NJ,28.0,Single,19.0,No Option Plan,0
513,F,29.0,Below College,Medical,10.0,Research & Development,Medium,Associate,1.0,Yes,Excellent,10.0,2.0,2.0,7.0,1.0,2.0,44.7256,NJ,22.0,Married,15.0,Full Option Plan,1
514,F,28.0,Bachelors,Life Sciences,3.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,3.0,2.0,3.0,1.0,0.0,2.0,38.7138,NJ,30.0,Divorced,14.0,Full Option Plan,0
515,M,41.0,Masters,Life Sciences,1.0,Finance,Medium,Junior Associate,3.0,Yes,Excellent,6.0,4.0,3.0,0.0,0.0,0.0,58.641,NJ,19.0,Married,11.0,Full Option Plan,1
516,M,37.0,Some College,Medical,6.0,Finance,High,Associate,7.0,No,Excellent,9.0,2.0,3.0,2.0,1.0,3.0,33.2334,NJ,21.0,Divorced,13.0,Large Option Plan,1
517,M,27.0,Bachelors,Life Sciences,4.0,Finance,Very High,Junior Associate,1.0,No,Excellent,4.0,0.0,3.0,2.0,2.0,2.0,41.2323,NY,37.0,Married,13.0,Full Option Plan,0
518,M,40.0,Masters,Medical,18.0,Finance,Medium,Manager,9.0,No,Excellent,20.0,3.0,2.0,7.0,2.0,13.0,53.2448,NJ,30.0,Single,17.0,No Option Plan,1
519,M,35.0,Masters,Medical,8.0,Finance,Very High,Junior Associate,6.0,No,Excellent,10.0,2.0,3.0,0.0,1.0,7.0,52.3853,NJ,40.0,Married,12.0,Full Option Plan,0
520,M,24.0,Bachelors,Medical,4.0,Operations,Very High,Junior Associate,8.0,No,Outstanding,6.0,2.0,3.0,3.0,1.0,2.0,48.1707,NJ,20.0,Single,22.0,No Option Plan,0
521,M,26.0,Masters,Medical,8.0,Operations,Low,Junior Associate,1.0,No,Outstanding,8.0,2.0,3.0,7.0,0.0,7.0,51.6399,NY,19.0,Married,22.0,Full Option Plan,0
522,F,40.0,Some College,Medical,1.0,Operations,High,Associate,3.0,Yes,Excellent,16.0,3.0,1.0,1.0,0.0,0.0,56.4535,NJ,41.0,Married,13.0,Full Option Plan,0
523,M,35.0,Bachelors,Life Sciences,7.0,Operations,High,Manager,2.0,No,Excellent,15.0,2.0,4.0,7.0,6.0,4.0,29.6375,NJ,19.0,Divorced,18.0,Full Option Plan,1
524,F,34.0,Bachelors,Medical,13.0,Operations,Very High,Associate,0.0,No,Outstanding,14.0,3.0,3.0,9.0,4.0,9.0,9.805,NY,26.0,Single,20.0,No Option Plan,1
525,M,35.0,Masters,Other,2.0,Operations,Very High,Junior Associate,1.0,No,Excellent,2.0,2.0,4.0,2.0,2.0,2.0,65.4765,NY,28.0,Married,13.0,Full Option Plan,0
526,F,56.0,Masters,Technical Degree,5.0,Research & Development,Very High,VP to C-Level,4.0,No,Excellent,28.0,2.0,3.0,2.0,4.0,2.0,54.8259,NJ,21.0,Divorced,13.0,Full Option Plan,1
527,F,29.0,Below College,Medical,10.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,10.0,5.0,3.0,8.0,0.0,8.0,16.5786,NJ,36.0,Married,13.0,Full Option Plan,0
528,F,19.0,Some College,Life Sciences,1.0,Research & Development,High,Junior Associate,1.0,No,Outstanding,1.0,4.0,3.0,1.0,0.0,0.0,44.8238,NJ,42.0,Single,25.0,No Option Plan,0
529,F,45.0,Bachelors,Medical,3.0,Research & Development,Low,Junior Associate,4.0,Yes,Excellent,7.0,2.0,2.0,2.0,0.0,2.0,71.8175,NY,45.0,Married,19.0,Full Option Plan,0
530,M,37.0,Bachelors,Life Sciences,14.0,Research & Development,Very High,Associate,1.0,No,Excellent,14.0,2.0,2.0,8.0,3.0,11.0,78.6413,PA,23.0,Married,13.0,Full Option Plan,1
531,M,20.0,Bachelors,Life Sciences,2.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,2.0,2.0,2.0,2.0,1.0,2.0,51.8859,NJ,31.0,Single,12.0,No Option Plan,0
532,M,53.0,Some College,Medical,7.0,Research & Development,Very High,VP to C-Level,3.0,No,Excellent,26.0,6.0,3.0,7.0,4.0,7.0,57.6389,NY,45.0,Divorced,18.0,Full Option Plan,1
533,F,29.0,Below College,Life Sciences,5.0,Research & Development,Medium,Junior Associate,0.0,Yes,Excellent,6.0,2.0,2.0,4.0,1.0,3.0,39.6497,NJ,22.0,Married,18.0,Full Option Plan,0
534,F,44.0,Bachelors,Life Sciences,0.0,Research & Development,Very High,Junior Associate,2.0,No,Excellent,6.0,3.0,3.0,0.0,0.0,0.0,34.6269,NJ,42.0,Single,13.0,No Option Plan,0
535,M,50.0,Bachelors,Medical,2.0,Research & Development,Very High,Executive,2.0,No,Outstanding,32.0,3.0,3.0,2.0,2.0,2.0,18.806,NJ,49.0,Married,22.0,Full Option Plan,1
536,F,28.0,Masters,Medical,6.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,6.0,2.0,3.0,5.0,3.0,3.0,60.8886,NJ,41.0,Married,12.0,Small Option Plan,0
537,M,46.0,Some College,Life Sciences,4.0,Research & Development,Very High,VP to C-Level,5.0,No,Excellent,25.0,2.0,3.0,2.0,0.0,3.0,38.7293,NJ,22.0,Married,11.0,Full Option Plan,1
538,M,36.0,Masters,Life Sciences,7.0,Research & Development,High,Junior Associate,1.0,No,Excellent,7.0,4.0,3.0,7.0,1.0,7.0,59.1502,NJ,25.0,Divorced,14.0,Full Option Plan,0
539,M,30.0,Masters,Life Sciences,10.0,Research & Development,High,Associate,1.0,No,Excellent,10.0,4.0,2.0,7.0,8.0,9.0,47.1246,NJ,27.0,Divorced,13.0,Small Option Plan,0
540,M,44.0,Masters,Other,20.0,Research & Development,Very High,Associate,1.0,No,Outstanding,20.0,3.0,3.0,11.0,13.0,17.0,25.2365,NJ,41.0,Single,25.0,No Option Plan,0
541,F,46.0,Masters,Technical Degree,6.0,Research & Development,Very High,Associate,2.0,No,Excellent,12.0,3.0,2.0,3.0,1.0,4.0,58.7346,NJ,36.0,Divorced,11.0,Full Option Plan,1
542,M,32.0,Bachelors,Other,2.0,Research & Development,High,Junior Associate,1.0,No,Outstanding,2.0,2.0,3.0,2.0,2.0,2.0,4.4478,NY,35.0,Married,20.0,Full Option Plan,0
543,M,32.0,Some College,Life Sciences,8.0,Research & Development,Very High,Associate,4.0,Yes,Excellent,10.0,2.0,3.0,7.0,0.0,7.0,4.2246,NY,41.0,Single,14.0,No Option Plan,1
544,M,36.0,Bachelors,Technical Degree,7.0,Finance,High,Manager,2.0,Yes,Outstanding,17.0,2.0,3.0,7.0,7.0,7.0,8.1446,NY,34.0,Divorced,21.0,Full Option Plan,1
545,M,33.0,Bachelors,Medical,14.0,Finance,Low,Junior Associate,0.0,No,Excellent,15.0,5.0,3.0,10.0,4.0,10.0,8.0133,NY,20.0,Married,13.0,Full Option Plan,0
546,F,30.0,Bachelors,Medical,11.0,Finance,Very High,Junior Associate,0.0,Yes,Outstanding,12.0,2.0,3.0,9.0,5.0,7.0,19.3581,NY,25.0,Married,21.0,Full Option Plan,0
547,M,42.0,Doctorate,Medical,1.0,Finance,Low,Manager,3.0,Yes,Excellent,20.0,6.0,3.0,0.0,0.0,0.0,15.0431,NY,37.0,Married,17.0,No Option Plan,1
548,M,27.0,Bachelors,Life Sciences,9.0,Finance,Low,Junior Associate,1.0,Yes,Excellent,9.0,3.0,2.0,7.0,6.0,8.0,13.6247,NY,19.0,Married,14.0,Large Option Plan,0
549,M,54.0,Masters,Life Sciences,5.0,Information Technology,Very High,Manager,7.0,No,Excellent,33.0,2.0,1.0,4.0,1.0,4.0,3.5456,NY,21.0,Divorced,17.0,Full Option Plan,1
550,F,44.0,Below College,Life Sciences,10.0,Information Technology,Low,Junior Associate,1.0,No,Excellent,10.0,5.0,3.0,5.0,7.0,7.0,8.5841,NY,37.0,Married,13.0,Full Option Plan,0
551,M,29.0,Bachelors,Life Sciences,3.0,Information Technology,Low,Junior Associate,1.0,No,Excellent,3.0,5.0,3.0,2.0,1.0,2.0,8.1617,NY,46.0,Divorced,15.0,Small Option Plan,0
552,M,54.0,Bachelors,Life Sciences,10.0,Information Technology,Very High,Executive,3.0,No,Excellent,36.0,2.0,3.0,9.0,0.0,9.0,6.698,NJ,19.0,Married,14.0,No Option Plan,1
553,F,31.0,Some College,Medical,6.0,Information Technology,High,Associate,1.0,Yes,Excellent,6.0,2.0,2.0,5.0,0.0,1.0,6.7763,NY,46.0,Married,12.0,No Option Plan,1
554,F,31.0,Bachelors,Medical,10.0,Research & Development,High,Associate,1.0,No,Excellent,10.0,2.0,3.0,9.0,1.0,8.0,5.515,NJ,36.0,Single,19.0,No Option Plan,1
555,M,43.0,Bachelors,Life Sciences,8.0,Research & Development,High,VP to C-Level,3.0,No,Excellent,25.0,2.0,3.0,7.0,0.0,7.0,6.7296,NY,29.0,Married,14.0,Full Option Plan,1
556,M,49.0,Some College,Medical,1.0,Research & Development,Low,VP to C-Level,2.0,No,Excellent,23.0,2.0,4.0,0.0,0.0,0.0,3.0199,NJ,49.0,Married,13.0,Full Option Plan,1
557,F,36.0,Bachelors,Technical Degree,11.0,Research & Development,High,Junior Associate,1.0,No,Excellent,12.0,2.0,2.0,10.0,0.0,7.0,6.8149,NY,33.0,Married,12.0,No Option Plan,0
558,F,48.0,Some College,Technical Degree,1.0,Research & Development,Very High,Junior Associate,5.0,No,Excellent,7.0,4.0,2.0,0.0,0.0,0.0,9.5773,NY,25.0,Single,11.0,No Option Plan,0
559,F,27.0,Some College,Life Sciences,5.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,5.0,2.0,3.0,3.0,0.0,3.0,1.5967,NY,40.0,Divorced,11.0,Small Option Plan,0
560,F,29.0,Bachelors,Life Sciences,6.0,Research & Development,High,Associate,1.0,Yes,Excellent,6.0,2.0,3.0,0.0,1.0,0.0,6.6272,NJ,20.0,Divorced,11.0,Large Option Plan,1
561,M,48.0,Bachelors,Life Sciences,1.0,Research & Development,Very High,VP to C-Level,6.0,No,Excellent,25.0,3.0,4.0,0.0,0.0,0.0,6.6976,NY,32.0,Single,12.0,No Option Plan,1
562,M,29.0,Bachelors,Life Sciences,7.0,Research & Development,Very High,Executive,3.0,No,Excellent,9.0,2.0,2.0,7.0,1.0,7.0,4.1185,NJ,33.0,Divorced,14.0,Large Option Plan,1
563,F,34.0,Bachelors,Technical Degree,1.0,Research & Development,High,Junior Associate,0.0,No,Excellent,2.0,5.0,2.0,0.0,0.0,0.0,5.3804,NY,32.0,Married,17.0,No Option Plan,0
564,F,19.0,Bachelors,Life Sciences,1.0,Research & Development,Medium,Junior Associate,1.0,Yes,Excellent,1.0,2.0,3.0,0.0,0.0,1.0,7.6063,NY,44.0,Single,12.0,No Option Plan,0
565,M,23.0,Some College,Life Sciences,1.0,Research & Development,Very High,Junior Associate,1.0,No,Outstanding,1.0,2.0,3.0,0.0,0.0,1.0,8.3936,NY,39.0,Married,22.0,Full Option Plan,0
566,M,26.0,Some College,Life Sciences,8.0,Research & Development,High,Junior Associate,1.0,Yes,Outstanding,8.0,2.0,2.0,5.0,2.0,2.0,6.9535,NJ,46.0,Single,20.0,No Option Plan,0
567,M,55.0,Below College,Medical,33.0,Operations,Very High,Executive,1.0,Yes,Excellent,34.0,3.0,3.0,9.0,15.0,0.0,8.4539,NY,26.0,Divorced,15.0,Full Option Plan,1
568,M,59.0,Masters,Medical,9.0,Operations,Very High,Manager,6.0,No,Excellent,25.0,6.0,2.0,7.0,5.0,4.0,7.2556,NJ,43.0,Single,12.0,No Option Plan,1
569,M,34.0,Bachelors,Medical,11.0,Operations,High,Associate,4.0,No,Excellent,15.0,2.0,4.0,8.0,5.0,10.0,3.3342,NY,21.0,Divorced,13.0,Large Option Plan,0
570,F,28.0,Masters,Medical,4.0,Operations,Very High,Junior Associate,0.0,Yes,Excellent,5.0,2.0,2.0,2.0,0.0,2.0,6.2861,NJ,19.0,Single,11.0,No Option Plan,0
571,F,44.0,Some College,Life Sciences,25.0,Operations,High,VP to C-Level,1.0,No,Excellent,26.0,4.0,2.0,9.0,14.0,13.0,5.8833,NJ,30.0,Divorced,14.0,Large Option Plan,1
572,F,35.0,Below College,Life Sciences,3.0,Operations,High,Junior Associate,0.0,Yes,Excellent,4.0,3.0,3.0,2.0,2.0,2.0,5.5446,NY,24.0,Married,14.0,No Option Plan,0
573,M,42.0,Masters,Medical,1.0,Operations,Medium,Associate,6.0,Yes,Excellent,18.0,2.0,3.0,0.0,0.0,0.0,1.471,NY,46.0,Married,16.0,No Option Plan,0
574,F,36.0,Masters,Life Sciences,16.0,Research & Development,High,Associate,9.0,Yes,Excellent,18.0,2.0,3.0,14.0,5.0,12.0,3.8066,NY,44.0,Single,11.0,No Option Plan,1
575,M,28.0,Bachelors,Life Sciences,2.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,2.0,2.0,3.0,2.0,2.0,2.0,7.3785,NY,41.0,Married,12.0,Full Option Plan,0
576,M,51.0,Some College,Medical,7.0,Research & Development,Medium,Junior Associate,0.0,No,Excellent,8.0,6.0,2.0,0.0,7.0,7.0,8.7145,NY,39.0,Single,14.0,No Option Plan,0
577,M,30.0,Some College,Medical,8.0,Finance,High,Associate,7.0,Yes,Excellent,10.0,3.0,3.0,4.0,1.0,7.0,5.5254,NY,29.0,Single,18.0,No Option Plan,1
578,M,28.0,Bachelors,Technical Degree,3.0,Finance,Very High,Junior Associate,2.0,No,Excellent,5.0,2.0,2.0,2.0,1.0,2.0,4.5289,NY,39.0,Single,11.0,No Option Plan,0
579,M,25.0,Bachelors,Medical,2.0,Finance,Very High,Junior Associate,1.0,No,Excellent,2.0,3.0,2.0,2.0,2.0,1.0,2.9656,NY,35.0,Single,18.0,No Option Plan,0
580,M,45.0,Bachelors,Medical,0.0,Finance,Medium,VP to C-Level,3.0,No,Outstanding,22.0,4.0,3.0,0.0,0.0,0.0,2.0826,NY,36.0,Single,22.0,No Option Plan,1
581,M,39.0,Masters,Medical,19.0,Finance,High,Executive,6.0,Yes,Excellent,21.0,4.0,3.0,9.0,15.0,2.0,9.0917,NY,24.0,Divorced,13.0,Large Option Plan,1
582,M,58.0,Masters,Life Sciences,2.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,2.0,3.0,3.0,2.0,2.0,2.0,2.3293,NY,31.0,Divorced,12.0,Large Option Plan,0
583,F,30.0,Bachelors,Technical Degree,9.0,Research & Development,Low,Associate,0.0,No,Excellent,10.0,6.0,3.0,2.0,6.0,7.0,9.9577,NY,28.0,Married,12.0,Full Option Plan,1
584,F,36.0,Masters,Technical Degree,7.0,Research & Development,Very High,Manager,3.0,No,Excellent,10.0,0.0,3.0,7.0,1.0,7.0,3.8226,NY,46.0,Married,12.0,No Option Plan,1
585,F,28.0,Bachelors,Life Sciences,9.0,Research & Development,High,Associate,0.0,No,Excellent,10.0,6.0,3.0,8.0,7.0,5.0,5.235,NY,28.0,Married,11.0,Small Option Plan,1
586,M,50.0,Bachelors,Life Sciences,3.0,Research & Development,Very High,Executive,4.0,Yes,Excellent,25.0,2.0,3.0,2.0,1.0,2.0,6.9482,NJ,29.0,Married,11.0,No Option Plan,1
587,F,30.0,Masters,Medical,9.0,Research & Development,Medium,Manager,1.0,Yes,Outstanding,9.0,2.0,3.0,1.0,0.0,8.0,4.296,NY,20.0,Married,23.0,Large Option Plan,1
588,F,39.0,Some College,Life Sciences,8.0,Research & Development,Low,Associate,0.0,No,Excellent,9.0,6.0,3.0,7.0,1.0,7.0,0.9891,NY,36.0,Single,11.0,No Option Plan,0
589,M,42.0,Below College,Life Sciences,20.0,Research & Development,High,Executive,0.0,Yes,Excellent,21.0,3.0,2.0,8.0,2.0,10.0,5.579,NY,42.0,Married,13.0,No Option Plan,1
590,M,55.0,Some College,Medical,19.0,Research & Development,Very High,VP to C-Level,4.0,No,Excellent,23.0,5.0,3.0,9.0,9.0,11.0,8.1011,NJ,33.0,Married,14.0,Full Option Plan,1
591,F,40.0,Some College,Life Sciences,4.0,Research & Development,High,Junior Associate,9.0,No,Excellent,6.0,0.0,3.0,2.0,0.0,0.0,6.3942,NY,32.0,Divorced,16.0,Full Option Plan,0
592,M,34.0,Bachelors,Life Sciences,9.0,Research & Development,Very High,Manager,0.0,No,Excellent,10.0,0.0,2.0,7.0,1.0,6.0,9.9239,NJ,21.0,Divorced,11.0,Full Option Plan,1
593,F,40.0,Bachelors,Life Sciences,9.0,Research & Development,High,Associate,1.0,No,Excellent,9.0,4.0,3.0,8.0,8.0,8.0,8.677,NJ,34.0,Single,13.0,No Option Plan,1
594,F,35.0,Masters,Life Sciences,9.0,Research & Development,High,Associate,1.0,Yes,Excellent,9.0,3.0,3.0,6.0,1.0,1.0,2.5622,NJ,21.0,Single,11.0,No Option Plan,0
595,M,25.0,Below College,Medical,3.0,Research & Development,Very High,Junior Associate,3.0,No,Excellent,7.0,6.0,2.0,2.0,1.0,2.0,9.0803,NJ,20.0,Married,11.0,Small Option Plan,0
596,F,40.0,Masters,Life Sciences,4.0,Research & Development,Medium,Junior Associate,3.0,No,Outstanding,7.0,3.0,3.0,2.0,0.0,3.0,4.5823,NY,30.0,Married,22.0,Full Option Plan,0
597,F,48.0,Bachelors,Life Sciences,10.0,Research & Development,Very High,Manager,1.0,No,Excellent,11.0,2.0,3.0,9.0,0.0,8.0,8.5202,NY,48.0,Single,11.0,No Option Plan,1
598,F,51.0,Some College,Technical Degree,5.0,Research & Development,Very High,Executive,3.0,No,Excellent,29.0,1.0,2.0,2.0,0.0,3.0,8.8291,NY,26.0,Single,16.0,No Option Plan,1
599,M,18.0,Bachelors,Life Sciences,0.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,0.0,5.0,4.0,0.0,0.0,0.0,0.4621,NY,21.0,Single,15.0,No Option Plan,0
600,M,35.0,Bachelors,Medical,9.0,Research & Development,Very High,Associate,0.0,No,Excellent,10.0,0.0,3.0,7.0,0.0,0.0,7.0209,NY,29.0,Married,12.0,Full Option Plan,1
601,M,56.0,Bachelors,Life Sciences,19.0,Research & Development,Very High,Executive,4.0,Yes,Excellent,33.0,0.0,3.0,16.0,15.0,9.0,7.8035,NJ,34.0,Married,12.0,Full Option Plan,1
602,F,34.0,Below College,Technical Degree,5.0,Research & Development,Low,Junior Associate,1.0,No,Outstanding,5.0,2.0,3.0,4.0,0.0,0.0,4.0169,NJ,40.0,Divorced,20.0,Small Option Plan,0
603,M,40.0,Below College,Medical,12.0,Research & Development,Medium,Associate,5.0,No,Outstanding,15.0,0.0,3.0,11.0,11.0,8.0,6.5359,NY,31.0,Divorced,20.0,Small Option Plan,1
604,M,34.0,Bachelors,Medical,8.0,Research & Development,Medium,Associate,4.0,No,Excellent,10.0,1.0,3.0,7.0,7.0,7.0,9.5197,NJ,34.0,Married,13.0,Large Option Plan,1
605,F,38.0,Bachelors,Life Sciences,4.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,4.0,2.0,3.0,2.0,0.0,3.0,7.8462,NJ,50.0,Divorced,11.0,Small Option Plan,0
606,M,34.0,Masters,Technical Degree,14.0,Research & Development,High,Associate,1.0,No,Excellent,14.0,2.0,4.0,11.0,4.0,11.0,9.3724,NY,29.0,Single,11.0,No Option Plan,1
607,F,41.0,Bachelors,Life Sciences,6.0,Research & Development,Very High,Associate,3.0,Yes,Excellent,12.0,4.0,2.0,2.0,3.0,3.0,5.5882,NY,36.0,Divorced,14.0,Large Option Plan,1
608,M,37.0,Below College,Life Sciences,6.0,Research & Development,High,Junior Associate,7.0,Yes,Excellent,8.0,2.0,3.0,4.0,1.0,3.0,9.7696,NY,38.0,Married,15.0,No Option Plan,0
609,M,39.0,Some College,Life Sciences,6.0,Research & Development,High,Manager,3.0,No,Outstanding,13.0,2.0,3.0,4.0,0.0,5.0,5.806,NJ,39.0,Married,21.0,Full Option Plan,1
610,F,52.0,Some College,Medical,5.0,Research & Development,Very High,Executive,2.0,Yes,Excellent,24.0,3.0,2.0,3.0,0.0,2.0,2.4086,NY,49.0,Married,11.0,Full Option Plan,1
611,M,43.0,Bachelors,Medical,20.0,Research & Development,Low,Associate,1.0,Yes,Excellent,20.0,3.0,1.0,7.0,1.0,8.0,3.6559,NJ,21.0,Single,14.0,No Option Plan,0
612,M,26.0,Below College,Medical,4.0,Research & Development,Low,Junior Associate,0.0,No,Excellent,5.0,2.0,3.0,3.0,1.0,1.0,3.0228,NY,24.0,Single,12.0,No Option Plan,0
613,M,52.0,Masters,Other,5.0,Research & Development,High,Junior Associate,9.0,No,Excellent,12.0,2.0,1.0,4.0,0.0,4.0,6.7751,NY,23.0,Married,13.0,No Option Plan,0
614,F,37.0,Bachelors,Medical,3.0,Research & Development,Low,Junior Associate,4.0,No,Excellent,8.0,6.0,3.0,2.0,0.0,2.0,0.671,NY,21.0,Single,18.0,No Option Plan,0
615,M,35.0,Some College,Life Sciences,2.0,Research & Development,High,Manager,2.0,No,Excellent,10.0,2.0,3.0,2.0,2.0,2.0,9.0457,NY,38.0,Single,11.0,No Option Plan,1
616,M,25.0,Bachelors,Technical Degree,3.0,Research & Development,Low,Junior Associate,4.0,No,Excellent,7.0,2.0,2.0,2.0,0.0,2.0,3.6686,NY,19.0,Married,11.0,Full Option Plan,0
617,M,26.0,Bachelors,Other,7.0,Research & Development,High,Junior Associate,0.0,No,Excellent,8.0,2.0,3.0,7.0,0.0,7.0,5.1884,NY,24.0,Single,12.0,No Option Plan,0
618,F,54.0,Bachelors,Medical,20.0,Research & Development,Very High,Executive,6.0,No,Excellent,29.0,3.0,2.0,7.0,12.0,7.0,2.7325,NY,21.0,Single,19.0,No Option Plan,1
